tahun,bulan,nama_kabupaten,nama_kecamatan,nama_kelurahan,jenis_kelamin,jumlah
2018,10,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-laki,15
2018,10,JAKARTA PUSAT,MENTENG,CIKINI,Laki-laki,3
2018,10,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-laki,1
2018,10,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-laki,6
2018,10,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-laki,1
2018,10,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-laki,20
2018,10,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-laki,29
2018,10,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-laki,33
2018,10,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-laki,35
2018,10,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-laki,21
2018,10,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-laki,8
2018,10,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-laki,28
2018,10,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-laki,21
2018,10,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-laki,16
2018,10,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-laki,49
2018,10,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-laki,70
2018,10,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-laki,11
2018,10,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-laki,41
2018,10,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-laki,61
2018,10,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-laki,30
2018,10,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-laki,24
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-laki,62
2018,10,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-laki,35
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-laki,32
2018,10,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-laki,55
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-laki,47
2018,10,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-laki,34
2018,10,JAKARTA UTARA,KOJA,KOJA,Laki-laki,23
2018,10,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-laki,84
2018,10,JAKARTA UTARA,KOJA,LAGOA,Laki-laki,67
2018,10,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-laki,42
2018,10,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-laki,45
2018,10,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-laki,52
2018,10,JAKARTA UTARA,CILINCING,CILINCING,Laki-laki,59
2018,10,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-laki,61
2018,10,JAKARTA UTARA,CILINCING,MARUNDA,Laki-laki,39
2018,10,JAKARTA UTARA,CILINCING,KALI BARU,Laki-laki,98
2018,10,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-laki,48
2018,10,JAKARTA UTARA,CILINCING,ROROTAN,Laki-laki,56
2018,10,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-laki,61
2018,10,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-laki,20
2018,10,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-laki,68
2018,10,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-laki,21
2018,10,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-laki,25
2018,10,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-laki,44
2018,10,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-laki,30
2018,10,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-laki,58
2018,10,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-laki,77
2018,10,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-laki,81
2018,10,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-laki,29
2018,10,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-laki,156
2018,10,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-laki,76
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-laki,11
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-laki,22
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-laki,21
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-laki,24
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-laki,16
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-laki,24
2018,10,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-laki,45
2018,10,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-laki,10
2018,10,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-laki,12
2018,10,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-laki,8
2018,10,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-laki,12
2018,10,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-laki,5
2018,10,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-laki,16
2018,10,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-laki,5
2018,10,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-laki,12
2018,10,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-laki,19
2018,10,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-laki,16
2018,10,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-laki,14
2018,10,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-laki,20
2018,10,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-laki,20
2018,10,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-laki,38
2018,10,JAKARTA BARAT,TAMBORA,ANGKE,Laki-laki,24
2018,10,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-laki,20
2018,10,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-laki,23
2018,10,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-laki,4
2018,10,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-laki,9
2018,10,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-laki,50
2018,10,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-laki,42
2018,10,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-laki,39
2018,10,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-laki,25
2018,10,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-laki,55
2018,10,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-laki,43
2018,10,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-laki,31
2018,10,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-laki,90
2018,10,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-laki,64
2018,10,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-laki,94
2018,10,JAKARTA BARAT,KALI DERES,KAMAL,Laki-laki,49
2018,10,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-laki,92
2018,10,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-laki,71
2018,10,JAKARTA BARAT,PALMERAH,SLIPI,Laki-laki,17
2018,10,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-laki,30
2018,10,JAKARTA BARAT,PALMERAH,JATI PULO,Laki-laki,26
2018,10,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-laki,38
2018,10,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-laki,22
2018,10,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-laki,54
2018,10,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-laki,42
2018,10,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-laki,30
2018,10,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-laki,41
2018,10,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-laki,36
2018,10,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-laki,11
2018,10,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-laki,25
2018,10,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-laki,14
2018,10,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-laki,32
2018,10,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-laki,33
2018,10,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-laki,34
2018,10,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-laki,16
2018,10,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-laki,24
2018,10,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-laki,1
2018,10,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-laki,3
2018,10,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-laki,19
2018,10,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-laki,1
2018,10,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-laki,35
2018,10,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-laki,19
2018,10,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-laki,3
2018,10,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-laki,6
2018,10,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-laki,17
2018,10,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-laki,22
2018,10,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-laki,41
2018,10,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-laki,40
2018,10,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-laki,7
2018,10,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-laki,26
2018,10,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-laki,37
2018,10,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-laki,20
2018,10,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-laki,28
2018,10,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-laki,66
2018,10,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-laki,42
2018,10,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-laki,23
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-laki,36
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-laki,49
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-laki,37
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-laki,43
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-laki,42
2018,10,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-laki,37
2018,10,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-laki,39
2018,10,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-laki,33
2018,10,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-laki,25
2018,10,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-laki,12
2018,10,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-laki,13
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-laki,3
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-laki,7
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-laki,13
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-laki,2
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-laki,4
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-laki,4
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-laki,3
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-laki,11
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-laki,29
2018,10,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-laki,30
2018,10,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-laki,22
2018,10,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-laki,38
2018,10,JAKARTA SELATAN,PANCORAN,RAWA JATI,Laki-laki,16
2018,10,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-laki,30
2018,10,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-laki,17
2018,10,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-laki,3
2018,10,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-laki,54
2018,10,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-laki,65
2018,10,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-laki,38
2018,10,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-laki,58
2018,10,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-laki,38
2018,10,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-laki,41
2018,10,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-laki,25
2018,10,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-laki,41
2018,10,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-laki,54
2018,10,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-laki,41
2018,10,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-laki,46
2018,10,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-laki,39
2018,10,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-laki,34
2018,10,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-laki,18
2018,10,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Laki-laki,13
2018,10,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-laki,17
2018,10,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-laki,24
2018,10,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-laki,24
2018,10,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-laki,37
2018,10,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-laki,49
2018,10,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-laki,22
2018,10,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-laki,30
2018,10,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-laki,27
2018,10,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-laki,21
2018,10,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-laki,29
2018,10,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-laki,37
2018,10,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-laki,7
2018,10,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-laki,20
2018,10,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-laki,30
2018,10,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-laki,53
2018,10,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-laki,41
2018,10,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-laki,48
2018,10,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Laki-laki,36
2018,10,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Laki-laki,55
2018,10,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Laki-laki,33
2018,10,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Laki-laki,40
2018,10,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Laki-laki,34
2018,10,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Laki-laki,34
2018,10,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Laki-laki,36
2018,10,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-laki,37
2018,10,JAKARTA TIMUR,PASAR REBO,BARU,Laki-laki,32
2018,10,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-laki,27
2018,10,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-laki,53
2018,10,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-laki,44
2018,10,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-laki,81
2018,10,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-laki,40
2018,10,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-laki,108
2018,10,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-laki,59
2018,10,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-laki,106
2018,10,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-laki,27
2018,10,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-laki,61
2018,10,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-laki,58
2018,10,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-laki,60
2018,10,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-laki,64
2018,10,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-laki,64
2018,10,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-laki,19
2018,10,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-laki,15
2018,10,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-laki,34
2018,10,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-laki,54
2018,10,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Laki-laki,28
2018,10,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-laki,42
2018,10,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-laki,24
2018,10,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-laki,42
2018,10,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-laki,69
2018,10,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-laki,67
2018,10,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-laki,36
2018,10,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-laki,43
2018,10,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-laki,31
2018,10,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-laki,19
2018,10,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-laki,31
2018,10,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-laki,31
2018,10,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-laki,19
2018,10,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-laki,26
2018,10,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-laki,34
2018,10,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-laki,64
2018,10,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-laki,15
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Perempuan,4
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Perempuan,6
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Perempuan,1
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Perempuan,0
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Perempuan,5
2018,10,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Perempuan,5
2018,10,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,2
2018,10,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,9
2018,10,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,12
2018,10,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,14
2018,10,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,6
2018,10,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,18
2018,10,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,6
2018,10,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,18
2018,10,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,13
2018,10,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,4
2018,10,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,18
2018,10,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,22
2018,10,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,28
2018,10,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,24
2018,10,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,19
2018,10,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,16
2018,10,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,23
2018,10,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,22
2018,10,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,18
2018,10,JAKARTA PUSAT,SENEN,SENEN,Perempuan,9
2018,10,JAKARTA PUSAT,SENEN,KENARI,Perempuan,8
2018,10,JAKARTA PUSAT,SENEN,PASEBAN,Perempuan,22
2018,10,JAKARTA PUSAT,SENEN,KRAMAT,Perempuan,32
2018,10,JAKARTA PUSAT,SENEN,KWITANG,Perempuan,15
2018,10,JAKARTA PUSAT,SENEN,BUNGUR,Perempuan,20
2018,10,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,15
2018,10,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,38
2018,10,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,19
2018,10,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,17
2018,10,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,17
2018,10,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,2
2018,10,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,1
2018,10,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,6
2018,10,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,5
2018,10,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,17
2018,10,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,13
2018,10,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,30
2018,10,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,19
2018,10,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,16
2018,10,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,11
2018,10,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,39
2018,10,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,22
2018,10,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,17
2018,10,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,38
2018,10,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,81
2018,10,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,14
2018,10,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,36
2018,10,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,59
2018,10,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,27
2018,10,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,32
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,69
2018,10,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,40
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,30
2018,10,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,46
2018,10,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,61
2018,10,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,42
2018,10,JAKARTA UTARA,KOJA,KOJA,Perempuan,15
2018,10,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,84
2018,10,JAKARTA UTARA,KOJA,LAGOA,Perempuan,72
2018,10,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,32
2018,10,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,48
2018,10,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,44
2018,10,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,45
2018,10,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,49
2018,10,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,43
2018,10,JAKARTA UTARA,CILINCING,KALI BARU,Perempuan,86
2018,10,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,34
2018,10,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,44
2018,10,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,66
2018,10,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,32
2018,10,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,42
2018,10,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,27
2018,10,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,18
2018,10,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,40
2018,10,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Perempuan,24
2018,10,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Perempuan,62
2018,10,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Perempuan,82
2018,10,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Perempuan,78
2018,10,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Perempuan,25
2018,10,JAKARTA BARAT,CENGKARENG,KAPUK,Perempuan,104
